"yearbuilt","finsqft","cooling","bedroom","fullbath","halfbath","lotsize","totalvalue","esdistrict","msdistrict","hsdistrict","censustract","age","condition","fp"
2005,2881,"Central Air",3,3,1,0.505,551000,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,3722,"Central Air",4,4,1,0.505,621100,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2004,3340,"Central Air",4,3,1,0.508,625100,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2007,3692,"Central Air",4,3,2,0.511,650300,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2000,3392,"Central Air",4,5,1,0.929,627900,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
2006,3235,"Central Air",4,3,1,0.846,599500,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
2001,2980,"Central Air",4,3,1,0.609,453000,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
1999,3093,"Central Air",4,2,1,0.514,503200,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1995,3016,"Central Air",4,3,1,0.447,439600,"Stone-Robinson","Burley","Monticello","104.02",24,"Fair",1
2013,3438,"Central Air",3,2,1,0.435,647400,"Stone-Robinson","Burley","Monticello","104.02",6,"Average",1
1997,3126,"Central Air",4,3,2,0.632,607900,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1997,3354,"Central Air",6,5,1,0.604,678700,"Stone-Robinson","Burley","Monticello","104.02",22,"Average",1
2003,4166,"Central Air",5,4,1,0.563,874000,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
1997,3250,"Central Air",4,3,1,0.642,616500,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
2013,4192,"Central Air",4,5,1,0.543,883800,"Stone-Robinson","Burley","Monticello","104.02",6,"Average",1
1996,3183,"Central Air",4,3,1,0.597,483400,"Stone-Robinson","Burley","Monticello","104.02",23,"Fair",1
1997,3727,"Central Air",5,4,1,0.513,594600,"Stone-Robinson","Burley","Monticello","104.02",22,"Average",1
1997,4122,"Central Air",5,5,1,0.538,744500,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
2003,3889,"Central Air",4,3,1,0.571,775600,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2002,4704,"Central Air",6,5,1,0.56,969100,"Stone-Robinson","Burley","Monticello","104.02",17,"Good",1
1997,2582,"Central Air",3,3,1,0.603,645300,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
2001,3433,"Central Air",5,4,2,0.598,716300,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
1999,3083,"Central Air",4,4,0,0.45,755300,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1998,2982,"Central Air",4,4,1,0.625,632500,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1998,3591,"Central Air",5,5,1,0.827,700200,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
2009,4285,"Central Air",5,4,3,1.036,1053200,"Stone-Robinson","Burley","Monticello","104.02",10,"Average",1
1999,5032,"Central Air",5,5,2,1.011,976800,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
2003,5510,"Central Air",4,4,2,0.717,1250100,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
1998,3605,"Central Air",4,3,1,0.57,687900,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
2015,4059,"Central Air",4,3,1,0.644,1105700,"Stone-Robinson","Burley","Monticello","104.02",4,"Average",1
2012,4423,"Central Air",3,3,1,0.649,1169900,"Stone-Robinson","Burley","Monticello","104.02",7,"Average",1
2001,5625,"Central Air",6,5,1,0.62,1103000,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2007,5850,"Central Air",5,4,2,0.673,1357700,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2000,3708,"Central Air",3,3,1,0.858,818400,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1997,3957,"Central Air",5,4,2,2.166,1377000,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
2004,4446,"Central Air",4,3,1,1.32,1200600,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,4643,"Central Air",6,5,1,0.884,1217100,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2001,4076,"Central Air",5,5,1,0.849,1075100,"Stone-Robinson","Burley","Monticello","104.02",18,"Good",1
1998,5525,"Central Air",7,6,2,0.873,1270500,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1998,3664,"Central Air",5,4,1,0.568,726500,"Stone-Robinson","Burley","Monticello","104.02",21,"Average",1
1997,4555,"Central Air",4,3,2,0.575,882900,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1998,5058,"Central Air",7,7,1,0.673,876200,"Stone-Robinson","Burley","Monticello","104.02",21,"Average",1
2010,5741,"Central Air",5,5,2,0.68,1060700,"Stone-Robinson","Burley","Monticello","104.02",9,"Average",1
1998,2901,"Central Air",5,4,1,0.655,668600,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1999,3414,"Central Air",4,4,1,0.674,667200,"Stone-Robinson","Burley","Monticello","104.02",20,"Average",1
1999,2478,"Central Air",4,3,1,0.801,659200,"Stone-Robinson","Burley","Monticello","104.02",20,"Average",1
1998,3922,"Central Air",5,4,1,0.646,649900,"Stone-Robinson","Burley","Monticello","104.02",21,"Average",1
1998,3580,"Central Air",6,4,2,0.773,813500,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1998,4327,"Central Air",5,5,1,1.071,873500,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
2005,4935,"Central Air",7,4,2,0.975,1020100,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
1999,2369,"Central Air",4,3,1,0.717,905100,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
2006,6226,"Central Air",7,7,1,1.047,1548500,"Stone-Robinson","Burley","Monticello","104.02",13,"Average",1
1998,4710,"Central Air",4,3,1,0.759,999900,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1999,2943,"Central Air",4,3,1,0.692,683000,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
2001,2637,"Central Air",3,2,1,0.644,603100,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2001,2459,"Central Air",3,3,0,0.726,653500,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2000,3845,"Central Air",4,4,1,0.684,784700,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1998,3864,"Central Air",6,4,1,0.712,806700,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1999,4344,"Central Air",6,4,1,0.52,860800,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
2002,3106,"Central Air",5,4,2,0.576,696100,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2004,3102,"Central Air",4,3,1,0.702,636500,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2005,5787,"Central Air",6,5,3,0.86,1154300,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2001,4229,"Central Air",5,4,1,0.662,853000,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
1999,3963,"Central Air",4,3,1,0.83,764200,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
2001,5174,"Central Air",3,3,2,0.896,1054100,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2008,5304,"Central Air",6,4,1,0.728,1343800,"Stone-Robinson","Burley","Monticello","104.02",11,"Average",1
2001,4714,"Central Air",5,5,1,0.557,998800,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2002,4508,"Central Air",5,3,1,0.571,866800,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2001,4114,"Central Air",5,3,2,0.549,763200,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2002,5020,"Central Air",4,4,2,0.512,1018700,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2004,3605,"Central Air",5,4,1,0.569,792000,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2004,3845,"Central Air",5,4,1,0.73,749800,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2003,4789,"Central Air",6,7,0,0.806,1226400,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2003,3794,"Central Air",3,3,1,0.659,821800,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2003,3705,"Central Air",5,5,1,2.231,1031400,"Stone-Robinson","Burley","Monticello","104.02",16,"Average",1
2010,3586,"Central Air",4,4,1,0.981,939700,"Stone-Robinson","Burley","Monticello","104.02",9,"Average",1
2005,3576,"Central Air",4,3,1,0.712,727500,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2001,4052,"Central Air",4,4,1,1.046,1525300,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2000,4182,"Central Air",6,4,1,1.181,947000,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1999,3408,"Central Air",4,4,1,0.731,681700,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
2000,3802,"Central Air",4,4,1,0.659,746200,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1998,3805,"Central Air",5,3,1,0.702,814700,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
2001,4604,"Central Air",6,6,1,0.828,1006800,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2007,3662,"Central Air",5,5,0,0.612,827500,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
1999,4036,"Central Air",6,6,1,0.714,847300,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
2001,4452,"Central Air",4,4,1,0.62,672800,"Stone-Robinson","Burley","Monticello","104.02",18,"Excellent",1
1998,2940,"Central Air",4,2,1,0.566,571900,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1998,3569,"Central Air",5,5,0,0.626,684000,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
2001,3514,"Central Air",5,4,1,0.657,665600,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2004,3361,"Central Air",5,4,1,0.625,710500,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
2000,2629,"Central Air",4,3,1,0.616,694900,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1995,3480,"Central Air",5,3,2,0.693,725500,"Stone-Robinson","Burley","Monticello","104.02",24,"Average",1
1998,2795,"Central Air",4,2,1,0.687,599200,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
2002,4098,"Central Air",6,5,2,0.611,928500,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
1995,3631,"Central Air",4,3,1,0.632,823300,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1999,2517,"Central Air",3,3,1,0.603,631700,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1997,3054,"Central Air",4,3,2,0.603,725700,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1997,3167,"Central Air",4,3,1,0.544,588300,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1998,2393,"Central Air",4,3,1,0.678,564400,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1998,2810,"Central Air",4,4,1,0.611,533200,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1997,2958,"Central Air",5,3,1,0.611,547100,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1996,3490,"Central Air",5,4,1,0.635,770800,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
2004,3450,"Central Air",5,3,1,0.788,723700,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
1998,3108,"Central Air",4,4,1,0.584,490100,"Stone-Robinson","Burley","Monticello","104.02",21,"Fair",1
1997,2820,"Central Air",4,3,1,0.624,550200,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1997,3826,"Central Air",5,4,1,0.593,679500,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1995,3816,"Central Air",5,3,1,0.644,588900,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1996,3668,"Central Air",4,4,1,0.542,643300,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
1998,3033,"Central Air",4,4,1,0.605,569800,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
2000,4425,"Central Air",5,5,2,0.695,832700,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1996,3066,"Central Air",5,4,1,0.762,755300,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
2001,4698,"Central Air",4,5,1,0.866,960800,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
1997,4498,"Central Air",4,3,1,0.733,982400,"Stone-Robinson","Burley","Monticello","104.02",22,"Average",1
2007,5816,"Central Air",4,3,3,0.701,1134200,"Stone-Robinson","Burley","Monticello","104.02",12,"Average",1
2001,5335,"Central Air",0,7,2,0.785,1133800,"Stone-Robinson","Burley","Monticello","104.02",18,"Average",1
2002,5881,"Central Air",4,4,2,0.825,1022200,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2000,4333,"Central Air",4,5,2,0.872,923500,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1999,5347,"Central Air",6,5,2,0.72,1439200,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1997,3540,"Central Air",6,5,1,0.91,691500,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1998,3004,"Central Air",3,3,1,0.934,555000,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1999,2277,"Central Air",3,2,1,0.658,458400,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1996,2613,"Central Air",4,2,1,0.585,528100,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
1996,2518,"Central Air",3,3,1,0.541,490000,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
1997,3078,"Central Air",3,2,0,0.567,560900,"Stone-Robinson","Burley","Monticello","104.02",22,"Average",1
1998,2918,"Central Air",5,5,0,0.58,570500,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1995,2754,"Central Air",3,2,1,0.641,531800,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1997,3357,"Central Air",5,3,2,0.653,594200,"Stone-Robinson","Burley","Monticello","104.02",22,"Average",1
1995,3179,"Central Air",4,3,1,0.662,587300,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
2005,4048,"Central Air",5,6,0,0.595,811600,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2005,4343,"Central Air",4,4,1,0.593,926000,"Stone-Robinson","Burley","Monticello","104.02",14,"Average",1
2004,5010,"Central Air",5,4,1,0.511,882400,"Stone-Robinson","Burley","Monticello","104.02",15,"Average",1
1997,3043,"Central Air",5,4,1,0.534,577500,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
2014,2621,"Central Air",4,4,2,0.679,677800,"Stone-Robinson","Burley","Monticello","104.02",5,"Average",1
1997,2969,"Central Air",4,3,1,0.54,583100,"Stone-Robinson","Burley","Monticello","104.02",22,"Average",1
1999,3691,"Central Air",6,4,1,0.593,677300,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1995,3041,"Central Air",3,2,2,0.622,610400,"Stone-Robinson","Burley","Monticello","104.02",24,"Average",1
1997,3003,"Central Air",3,3,0,0.578,690300,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1996,3089,"Central Air",5,5,1,0.779,786500,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
2002,3045,"Central Air",4,4,1,0.838,578300,"Stone-Robinson","Burley","Monticello","104.02",17,"Average",1
2000,3615,"Central Air",4,3,1,0.869,937700,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1999,3701,"Central Air",6,4,1,0.514,733300,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1999,4849,"Central Air",5,6,2,0.658,972000,"Stone-Robinson","Burley","Monticello","104.02",20,"Good",1
1995,3505,"Central Air",4,4,1,0.579,730900,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1994,2918,"Central Air",0,3,0,0.505,635400,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
1993,3689,"Central Air",4,4,1,0.544,616100,"Stone-Robinson","Burley","Monticello","104.02",26,"Good",1
1994,3036,"Central Air",4,3,1,0.563,644100,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
1994,3107,"Central Air",5,4,1,0.635,694500,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
1997,3877,"Central Air",4,3,1,0.533,733700,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1996,3516,"Central Air",4,3,1,0.899,747800,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
1997,2983,"Central Air",3,2,1,0.693,524200,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1995,3900,"Central Air",4,3,1,0.551,738000,"Stone-Robinson","Burley","Monticello","104.02",24,"Average",1
1995,2852,"Central Air",5,4,1,0.471,705600,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1994,3297,"Central Air",3,3,1,0.529,739300,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
1993,3715,"Central Air",5,4,1,0.489,791600,"Stone-Robinson","Burley","Monticello","104.02",26,"Good",1
1996,5554,"Central Air",7,6,3,0.629,1127500,"Stone-Robinson","Burley","Monticello","104.02",23,"Good",1
1995,2371,"Central Air",4,3,0,0.473,474100,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",0
2012,2361,"Central Air",4,3,0,0.369,513100,"Stone-Robinson","Burley","Monticello","104.02",7,"Average",1
1995,2479,"Central Air",3,3,1,0.417,548200,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
2013,3078,"Central Air",4,3,0,0.395,645900,"Stone-Robinson","Burley","Monticello","104.02",6,"Average",1
1993,2446,"Central Air",3,2,0,0.392,552200,"Stone-Robinson","Burley","Monticello","104.02",26,"Good",1
1994,4181,"Central Air",4,3,1,0.359,690400,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
2000,3475,"Central Air",5,4,1,0.475,767400,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1997,3471,"Central Air",5,4,1,0.507,701900,"Stone-Robinson","Burley","Monticello","104.02",22,"Average",1
1997,2227,"Central Air",4,3,1,0.655,491100,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1994,3861,"Central Air",5,5,0,0.513,709600,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
1995,4037,"Central Air",4,3,1,0.567,723200,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1998,3526,"Central Air",5,4,1,0.632,627700,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1997,2687,"Central Air",5,4,1,0.631,586600,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
2000,2343,"Central Air",3,2,1,0.423,519200,"Stone-Robinson","Burley","Monticello","104.02",19,"Average",1
1997,2592,"Central Air",4,3,1,0.423,508800,"Stone-Robinson","Burley","Monticello","104.02",22,"Good",1
1995,3087,"Central Air",4,3,1,0.411,587700,"Stone-Robinson","Burley","Monticello","104.02",24,"Average",1
1995,2458,"Central Air",4,3,0,0.374,455000,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1993,2821,"Central Air",4,4,1,0.491,548700,"Stone-Robinson","Burley","Monticello","104.02",26,"Average",1
1995,2730,"Central Air",5,3,1,0.31,518200,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1994,3092,"Central Air",4,3,1,0.506,653100,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
1995,3340,"Central Air",4,3,1,0.668,773000,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1994,3969,"Central Air",5,4,1,0.492,676900,"Stone-Robinson","Burley","Monticello","104.02",25,"Good",1
1994,3010,"Central Air",4,4,1,0.607,633900,"Stone-Robinson","Burley","Monticello","104.02",25,"Average",1
1995,3117,"Central Air",3,2,1,0.584,614600,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
1998,2492,"Central Air",5,4,1,0.475,593500,"Stone-Robinson","Burley","Monticello","104.02",21,"Good",1
1994,3288,"Central Air",5,3,1,0.528,610000,"Stone-Robinson","Burley","Monticello","104.02",25,"Excellent",1
1995,2490,"Central Air",4,3,0,0.515,627000,"Stone-Robinson","Burley","Monticello","104.02",24,"Good",1
